PROGRAM_NAME,PROGRAM_URL,CATALOG_NAME,LAST_UPDATED,ID,TITLE,DESCRIPTION,LINK,IMPRESSION_URL,IMAGE_LINK,MOBILE_LINK,ADDITIONAL_IMAGE_LINK,AVAILABILITY,AVAILABILITY_DATE,EXPIRATION_DATE,PRICE,SALE_PRICE,SALE_PRICE_EFFECTIVE_DATE,UNIT_PRICING_MEASURE,UNIT_PRICING_BASE_MEASURE,INSTALLMENT,LOYALTY_POINTS,GOOGLE_PRODUCT_CATEGORY,GOOGLE_PRODUCT_CATEGORY_NAME,PRODUCT_TYPE,BRAND,GTIN,MPN,IDENTIFIER_EXISTS,CONDITION,ADULT,MULTIPACK,IS_BUNDLE,ENERGY_EFFICIENCY_CLASS,AGE_GROUP,COLOR,GENDER,MATERIAL,PATTERN,SIZE,SIZE_TYPE,SIZE_SYSTEM,ITEM_GROUP_ID,CUSTOM_LABEL_0,CUSTOM_LABEL_1,CUSTOM_LABEL_2,CUSTOM_LABEL_3,CUSTOM_LABEL_4,PROMOTION_ID,SHIPPING_LABEL,SHIPPING_WEIGHT,SHIPPING_LENGTH,SHIPPING_WIDTH,SHIPPING_HEIGHT,MINHANDLINGTIME,MAXHANDLINGTIME,PRODUCT_LENGTH,PRODUCT_WIDTH,PRODUCT_HEIGHT,PRODUCT_WEIGHT,PRODUCT_HIGHLIGHT,ADS_REDIRECT,SHOPPING_ADS_EXCLUDED_COUNTRY,SHIPS_FROM_COUNTRY,TRANSIT_TIME_LABEL,COST_OF_GOODS_SOLD,SHIPPING(COUNTRY:REGION:SERVICE:PRICE),SHIPPING(MIN_HANDLING_TIME),SHIPPING(MAX_HANDLING_TIME),SHIPPING(PRICE),SHIPPING(COUNTRY),SHIPPING(MIN_TRANSIT_TIME),SHIPPING(MAX_TRANSIT_TIME),SHIPPING(COUNTRY:POSTAL_CODE:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_ID:SERVICE:PRICE),SHIPPING(COUNTRY:LOCATION_GROUP_NAME:SERVICE:PRICE),TAX(RATE:COUNTRY:TAX_SHIP:REGION),TAX(RATE:COUNTRY:TAX_SHIP:POSTAL_CODE),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_ID),TAX(RATE:COUNTRY:TAX_SHIP:LOCATION_GROUP_NAME),SUBSCRIPTION_COST(PERIOD),SUBSCRIPTION_COST(PERIOD_LENGTH),SUBSCRIPTION_COST(AMOUNT),PRODUCT_DETAIL(SECTION_NAME),PRODUCT_DETAIL(ATTRIBUTE_NAME),PRODUCT_DETAIL(ATTRIBUTE_VALUE),CERTIFICATION(CERTIFICATION_AUTHORITY:CERTIFICATION_NAME:CERTIFICATION_CODE:CERTIFICATION_VALUE),currency_parse,category_added,price_clean,sale_clean
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.704-07:00,9039484275,"Womens Plus Size Soft Knit High Waisted Leggings, Grey, Size 1X","Step into cozy confidence with these Plus Size Soft Knit High Waisted Leggings designed to flatter and support your curves all day long. Made from a plush fleece and soft knit blend, they offer a tummy-tucking fit that smooths and shapes without sacrificing comfort. Whether you're running errands or lounging at home, these full-length skinny-leg leggings bring effortless style and all-day ease to your casual and activewear wardrobe. High waisted design for flattering tummy control Soft knit and fleece fabric for warmth and comfort Skinny-leg silhouette for a sleek, modern look Full-length fit perfect for layering or wearing solo Active fit that moves with you during casual days or workouts Designed exclusively for plus sizes to celebrate your shape Model Pictured Wearing Size 1XHeight 5 ft 8 in, Bust 36 in, Waist 35 in, Hips 47 inFits True To SizeMeasurementsInseam: 31 inContent and Care Material: 92% Polyester, 8% Spandex Care Instructions: Hand Wash Country Of Origin: China Rainbow Item Number 3969062707760 HEATHER - 3969062707760004",https://www.jdoqocy.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fheather-plus-size-soft-knit-high-waisted-leggings-3969062707760,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_001.jpg?v=1774518531,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_002.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_003.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_005.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_006.jpg?v=1774518531",in stock,,,9.99 USD,9.99 USD,,,,,,5322,Apparel & Accessories > Clothing > Activewear,,Rainbow Shops,,,no,new,,,,,adult,grey,female,,marled,1X,regular,US,3969062707760,womens,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Trousers,9.99,9.99
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.705-07:00,9038302361,"Womens Plus Size Scoop Neck Tank Top, Blue, Size 1X","Upgrade your wardrobe with our Plus Size Scoop Neck Tank Top, a must-have for effortless style and all-day comfort. Designed with a classic fit and a timeless silhouette, this sleeveless tank is perfect for layering or wearing alone on those warm, sunny days. The ribbed knit material offers a soft, stretchy feel that moves with you, while the lace detail and lettuce edge add just the right touch of femininity. Whether you're dressing up for a deal or just lounging around, this versatile top is your new go-to. Made with comfortable ribbed knit fabric that stretches and moves with you Features a flattering scoop neck and sleeveless design for a sleek, summery look Designed with lace detail and lettuce edge for a cute, feminine touch Classic fit and timeless silhouette that suits all body types Perfect for casual outings, deals, or layering for a chic vibe Model Pictured Wearing Size 1XHeight 5 ft 10 in, Bust 38 in, Waist 33 in, Hips 47 inFits True To SizeContent and Care Material: 95% Cotton, 5% Spandex Care Instructions: Hand Wash Country Of Origin: Cambodia Rainbow Item Number 1916054266184 BABY BLUE - 1916054266184040",https://www.kqzyfj.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fbaby-blue-plus-size-scoop-neck-tank-top-1916054266184,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_001_cb4a7a1f-28fc-49c2-98fd-05f9054ba885.jpg?v=1774452574,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_002.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_003_c6e98979-0f0a-4de7-9cc7-58e558b17aa6.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_005_3024a59d-32d3-478e-a065-8ac75d104788.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_006.jpg?v=1774452574",in stock,,,7.99 USD,4.79 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,blue,female,,,1X,regular,US,1916054266184,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,7.99,4.79
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.706-07:00,9038704533,"Womens Plus Size NYC 1998 Fishnet Top, Pink, Size 1X","Get ready to turn heads with the Plus Size NYC 1998 Fishnet Top. This classic fit t-shirt combines the edgy vibe of fishnet material with a timeless crew neck design, making it perfect for adding a bold touch to any outfit. Whether you're dressing up for a night out or just want to feel confident and stylish every day, this sheer top is your new go-to. Plus, its comfortable short sleeves make it easy to wear all day long. Embrace your unique style and stand out from the crowd with this must-have piece thats as fun as it is fashionable. Made from durable fishnet material for a bold and edgy look Classic fit and timeless silhouette for all-day comfort Sheer design adds a daring touch to your outfit Short sleeves and crew neck for easy styling Perfect for elevating your everyday or night-out wardrobe Available in plus size for a confident, flattering fit Undergarments sold separately to customize your look Model Pictured Wearing Size 1XHeight 5 ft 6 in, Bust 42 in, Waist 35 in, Hips 49 inFits True To SizeContent and Care Material: 90% Polyester, 10% Spandex Care Instructions: Machine Wash, Tumble Dry Country Of Origin: Egypt Rainbow Item Number 1912038343011 PINK - 1912038343011066",https://www.tkqlhce.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fpink-plus-size-nyc-1998-fishnet-top-1912038343011,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_001_e6f745f1-52a8-413d-87bb-b3c0b9fe3682.jpg?v=1774520779,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_002.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_003_caa0d614-c142-47f6-a0ed-eee3d36d59d8.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_005.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_006.jpg?v=1774520779",in stock,,,8.99 USD,3.00 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,pink,female,,graphic,1X,regular,US,1912038343011,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,8.99,3
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.713-07:00,9038302379,"Womens Plus Size Scoop Neck Tank Top, Blue, Size 2X","Upgrade your wardrobe with our Plus Size Scoop Neck Tank Top, a must-have for effortless style and all-day comfort. Designed with a classic fit and a timeless silhouette, this sleeveless tank is perfect for layering or wearing alone on those warm, sunny days. The ribbed knit material offers a soft, stretchy feel that moves with you, while the lace detail and lettuce edge add just the right touch of femininity. Whether you're dressing up for a deal or just lounging around, this versatile top is your new go-to. Made with comfortable ribbed knit fabric that stretches and moves with you Features a flattering scoop neck and sleeveless design for a sleek, summery look Designed with lace detail and lettuce edge for a cute, feminine touch Classic fit and timeless silhouette that suits all body types Perfect for casual outings, deals, or layering for a chic vibe Model Pictured Wearing Size 1XHeight 5 ft 10 in, Bust 38 in, Waist 33 in, Hips 47 inFits True To SizeContent and Care Material: 95% Cotton, 5% Spandex Care Instructions: Hand Wash Country Of Origin: Cambodia Rainbow Item Number 1916054266184 BABY BLUE - 1916054266184040",https://www.kqzyfj.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fbaby-blue-plus-size-scoop-neck-tank-top-1916054266184,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_001_cb4a7a1f-28fc-49c2-98fd-05f9054ba885.jpg?v=1774452574,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_002.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_003_c6e98979-0f0a-4de7-9cc7-58e558b17aa6.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_005_3024a59d-32d3-478e-a065-8ac75d104788.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_006.jpg?v=1774452574",in stock,,,7.99 USD,4.79 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,blue,female,,,2X,regular,US,1916054266184,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,7.99,4.79
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.720-07:00,9039484283,"Womens Plus Size Soft Knit High Waisted Leggings, Grey, Size 2X","Step into cozy confidence with these Plus Size Soft Knit High Waisted Leggings designed to flatter and support your curves all day long. Made from a plush fleece and soft knit blend, they offer a tummy-tucking fit that smooths and shapes without sacrificing comfort. Whether you're running errands or lounging at home, these full-length skinny-leg leggings bring effortless style and all-day ease to your casual and activewear wardrobe. High waisted design for flattering tummy control Soft knit and fleece fabric for warmth and comfort Skinny-leg silhouette for a sleek, modern look Full-length fit perfect for layering or wearing solo Active fit that moves with you during casual days or workouts Designed exclusively for plus sizes to celebrate your shape Model Pictured Wearing Size 1XHeight 5 ft 8 in, Bust 36 in, Waist 35 in, Hips 47 inFits True To SizeMeasurementsInseam: 31 inContent and Care Material: 92% Polyester, 8% Spandex Care Instructions: Hand Wash Country Of Origin: China Rainbow Item Number 3969062707760 HEATHER - 3969062707760004",https://www.kqzyfj.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fheather-plus-size-soft-knit-high-waisted-leggings-3969062707760,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_001.jpg?v=1774518531,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_002.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_003.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_005.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_006.jpg?v=1774518531",in stock,,,9.99 USD,9.99 USD,,,,,,5322,Apparel & Accessories > Clothing > Activewear,,Rainbow Shops,,,no,new,,,,,adult,grey,female,,marled,2X,regular,US,3969062707760,womens,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Trousers,9.99,9.99
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.722-07:00,9038704541,"Womens Plus Size NYC 1998 Fishnet Top, Pink, Size 2X","Get ready to turn heads with the Plus Size NYC 1998 Fishnet Top. This classic fit t-shirt combines the edgy vibe of fishnet material with a timeless crew neck design, making it perfect for adding a bold touch to any outfit. Whether you're dressing up for a night out or just want to feel confident and stylish every day, this sheer top is your new go-to. Plus, its comfortable short sleeves make it easy to wear all day long. Embrace your unique style and stand out from the crowd with this must-have piece thats as fun as it is fashionable. Made from durable fishnet material for a bold and edgy look Classic fit and timeless silhouette for all-day comfort Sheer design adds a daring touch to your outfit Short sleeves and crew neck for easy styling Perfect for elevating your everyday or night-out wardrobe Available in plus size for a confident, flattering fit Undergarments sold separately to customize your look Model Pictured Wearing Size 1XHeight 5 ft 6 in, Bust 42 in, Waist 35 in, Hips 49 inFits True To SizeContent and Care Material: 90% Polyester, 10% Spandex Care Instructions: Machine Wash, Tumble Dry Country Of Origin: Egypt Rainbow Item Number 1912038343011 PINK - 1912038343011066",https://www.dpbolvw.net/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fpink-plus-size-nyc-1998-fishnet-top-1912038343011,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_001_e6f745f1-52a8-413d-87bb-b3c0b9fe3682.jpg?v=1774520779,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_002.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_003_caa0d614-c142-47f6-a0ed-eee3d36d59d8.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_005.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_006.jpg?v=1774520779",in stock,,,8.99 USD,3.00 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,pink,female,,graphic,2X,regular,US,1912038343011,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,8.99,3
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.730-07:00,9038302387,"Womens Plus Size Scoop Neck Tank Top, Blue, Size 3X","Upgrade your wardrobe with our Plus Size Scoop Neck Tank Top, a must-have for effortless style and all-day comfort. Designed with a classic fit and a timeless silhouette, this sleeveless tank is perfect for layering or wearing alone on those warm, sunny days. The ribbed knit material offers a soft, stretchy feel that moves with you, while the lace detail and lettuce edge add just the right touch of femininity. Whether you're dressing up for a deal or just lounging around, this versatile top is your new go-to. Made with comfortable ribbed knit fabric that stretches and moves with you Features a flattering scoop neck and sleeveless design for a sleek, summery look Designed with lace detail and lettuce edge for a cute, feminine touch Classic fit and timeless silhouette that suits all body types Perfect for casual outings, deals, or layering for a chic vibe Model Pictured Wearing Size 1XHeight 5 ft 10 in, Bust 38 in, Waist 33 in, Hips 47 inFits True To SizeContent and Care Material: 95% Cotton, 5% Spandex Care Instructions: Hand Wash Country Of Origin: Cambodia Rainbow Item Number 1916054266184 BABY BLUE - 1916054266184040",https://www.tkqlhce.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fbaby-blue-plus-size-scoop-neck-tank-top-1916054266184,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_001_cb4a7a1f-28fc-49c2-98fd-05f9054ba885.jpg?v=1774452574,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_002.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_003_c6e98979-0f0a-4de7-9cc7-58e558b17aa6.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_005_3024a59d-32d3-478e-a065-8ac75d104788.jpg?v=1774452574,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184040_006.jpg?v=1774452574",in stock,,,7.99 USD,4.79 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,blue,female,,,3X,regular,US,1916054266184,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,7.99,4.79
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.732-07:00,9039484291,"Womens Plus Size Soft Knit High Waisted Leggings, Grey, Size 3X","Step into cozy confidence with these Plus Size Soft Knit High Waisted Leggings designed to flatter and support your curves all day long. Made from a plush fleece and soft knit blend, they offer a tummy-tucking fit that smooths and shapes without sacrificing comfort. Whether you're running errands or lounging at home, these full-length skinny-leg leggings bring effortless style and all-day ease to your casual and activewear wardrobe. High waisted design for flattering tummy control Soft knit and fleece fabric for warmth and comfort Skinny-leg silhouette for a sleek, modern look Full-length fit perfect for layering or wearing solo Active fit that moves with you during casual days or workouts Designed exclusively for plus sizes to celebrate your shape Model Pictured Wearing Size 1XHeight 5 ft 8 in, Bust 36 in, Waist 35 in, Hips 47 inFits True To SizeMeasurementsInseam: 31 inContent and Care Material: 92% Polyester, 8% Spandex Care Instructions: Hand Wash Country Of Origin: China Rainbow Item Number 3969062707760 HEATHER - 3969062707760004",https://www.jdoqocy.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fheather-plus-size-soft-knit-high-waisted-leggings-3969062707760,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_001.jpg?v=1774518531,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_002.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_003.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_005.jpg?v=1774518531,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/3969062707760004_006.jpg?v=1774518531",in stock,,,9.99 USD,9.99 USD,,,,,,5322,Apparel & Accessories > Clothing > Activewear,,Rainbow Shops,,,no,new,,,,,adult,grey,female,,marled,3X,regular,US,3969062707760,womens,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Trousers,9.99,9.99
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.738-07:00,9038302338,"Womens Plus Size Scoop Neck Tank Top, Red, Size 1X","Upgrade your wardrobe with our Plus Size Scoop Neck Tank Top, a must-have for effortless style and all-day comfort. Designed with a classic fit and a timeless silhouette, this sleeveless tank is perfect for layering or wearing alone on those warm, sunny days. The ribbed knit material offers a soft, stretchy feel that moves with you, while the lace detail and lettuce edge add just the right touch of femininity. Whether you're dressing up for a deal or just lounging around, this versatile top is your new go-to. Made with comfortable ribbed knit fabric that stretches and moves with you Features a flattering scoop neck and sleeveless design for a sleek, summery look Designed with lace detail and lettuce edge for a cute, feminine touch Classic fit and timeless silhouette that suits all body types Perfect for casual outings, deals, or layering for a chic vibe Model Pictured Wearing Size 1XHeight 5 ft 6 in, Bust 42 in, Waist 35 in, Hips 49 inFits True To SizeContent and Care Material: 95% Cotton, 5% Spandex Care Instructions: Hand Wash Country Of Origin: Cambodia Rainbow Item Number 1916054266184 RED - 1916054266184060",https://www.anrdoezrs.net/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fred-plus-size-scoop-neck-tank-top-1916054266184,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184060_001_c291529a-44de-442d-87ed-52f97cb05e4f.jpg?v=1774452575,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184060_002.jpg?v=1774452575,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184060_003.jpg?v=1774452575,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184060_005_13a55357-26ba-4a5d-8b70-aeab727a27fa.jpg?v=1774452575,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1916054266184060_006_046bd82d-05ec-4cd2-85db-2071f2bee73c.jpg?v=1774452575",in stock,,,7.99 USD,4.79 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,red,female,,,1X,regular,US,1916054266184,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,7.99,4.79
Rainbow Shops,https://www.rainbowshops.com,Rainbow Shops Product Feed,2026-03-26T09:27:32.739-07:00,9038704558,"Womens Plus Size NYC 1998 Fishnet Top, Pink, Size 3X","Get ready to turn heads with the Plus Size NYC 1998 Fishnet Top. This classic fit t-shirt combines the edgy vibe of fishnet material with a timeless crew neck design, making it perfect for adding a bold touch to any outfit. Whether you're dressing up for a night out or just want to feel confident and stylish every day, this sheer top is your new go-to. Plus, its comfortable short sleeves make it easy to wear all day long. Embrace your unique style and stand out from the crowd with this must-have piece thats as fun as it is fashionable. Made from durable fishnet material for a bold and edgy look Classic fit and timeless silhouette for all-day comfort Sheer design adds a daring touch to your outfit Short sleeves and crew neck for easy styling Perfect for elevating your everyday or night-out wardrobe Available in plus size for a confident, flattering fit Undergarments sold separately to customize your look Model Pictured Wearing Size 1XHeight 5 ft 6 in, Bust 42 in, Waist 35 in, Hips 49 inFits True To SizeContent and Care Material: 90% Polyester, 10% Spandex Care Instructions: Machine Wash, Tumble Dry Country Of Origin: Egypt Rainbow Item Number 1912038343011 PINK - 1912038343011066",https://www.tkqlhce.com/click-101710011-14040981?url=https%3A%2F%2Fwww.rainbowshops.com%2Fproducts%2Fpink-plus-size-nyc-1998-fishnet-top-1912038343011,https://www.awltovhc.com/image-101710011-14040981,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_001_e6f745f1-52a8-413d-87bb-b3c0b9fe3682.jpg?v=1774520779,,"https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_002.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_003_caa0d614-c142-47f6-a0ed-eee3d36d59d8.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_005.jpg?v=1774520779,https://cdn.shopify.com/s/files/1/0268/0854/9559/files/1912038343011066_006.jpg?v=1774520779",in stock,,,8.99 USD,3.00 USD,,,,,,212,Apparel & Accessories > Clothing > Shirts & Tops,,Rainbow Shops,,,no,new,,,,,adult,pink,female,,graphic,3X,regular,US,1912038343011,womens,sale,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus Size Tops,8.99,3
